"","text","emotion","polarity","result"
"4418","southwestair if youre going to charge for wifi do us all a solid and make sure it doesnt take the length of the flight to open a page","joy","positive","negative"
"4419","southwestair your website has now reverted my st flight to only a minute delay but its changed so is that reliable information","unknown","negative","negative"
"4420","southwestair swa helps the hotel industry i always book flights a day before i need to be somewhere as swa consistent cancelled flightsdelays","unknown","neutral","negative"
"4421","southwestair unfortunately once the call was answered service was horrid swa was the rolemodel of finger pointing amp excuses disappointed","fear","negative","negative"
"4422","southwestair barzegar charges touristseurosa night for their stay in the tent village he runs","unknown","positive","neutral"
"4423","southwestair can you please make sense of the companion promo how to we set it up","joy","positive","neutral"
"4424","southwestair unfortunately i dont even have that my phone died before o had a chance to grab it it was from oma to san from","unknown","negative","neutral"
"4425","southwestair live in atlanta but cant enroll in your atlanta companion promotion error every time can you help also sent email thanks","joy","neutral","neutral"
"4426","southwestair frustrating indeed especially when no one knows what the issue is","anger","neutral","negative"
"4427","southwestairon hold with customer service you may be quickeri rebooked trip for a lower farewhere did the difference ingo","unknown","positive","negative"
"4428","southwestair that was chantilly paris france","unknown","positive","neutral"
"4429","southwestair and thx for not responding","unknown","positive","negative"
"4430","southwestair i booked a flight on my phone and then never got a confirmation email how would i go about getting that","unknown","negative","negative"
"4431","southwestair supposed to take off almosthours agovacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze","unknown","negative","negative"
"4432","southwestair how come im not getting my points after i buy from the rapid reward shopping site","unknown","positive","negative"
"4433","southwestair hey im flying from tampa to denver today and i want to know if there will be tvs in the seats like jetblue","joy","positive","neutral"
"4434","southwestair and carol thrower are passengers fort lauderdale airport","unknown","positive","neutral"
"4435","southwestair mins and no answer my wife and baby need to get on that flight she arrivedhrs prior please help venetia crook","joy","negative","negative"
"4436","southwestair my wife andmonth old might miss flight and next direct ispm mother in law been on hold with customer support for","unknown","neutral","negative"
